"sn","hour_utc","pm25","pm25_cal","pm10","pm1","o3","o3_cal","co","no2","rh","temp","n_obs","pm_status","hour_complete"
"MOD-00546","2026-07-30 16:00:00",4.23466666666667,3.27532223333333,9.98466666666667,3.47566666666667,25.8251666666667,0.0135909067666667,245.458,6.53933333333333,23.1816666666667,42.55,60,"ok",TRUE
"MOD-00546","2026-07-30 17:00:00",4.16533333333333,3.31037456666666,12.9896666666667,3.2455,34.4133333333333,0.0219265813333333,293.458,6.04066666666667,20.29,43.1666666666667,60,"ok",TRUE
"MOD-00546","2026-07-30 18:00:00",4.43728813559322,3.40481238983051,9.95338983050847,3.62983050847458,40.5235593220339,0.0278571666779661,331.756949152542,5.96745762711864,18.4084745762712,43.9915254237288,59,"ok",TRUE
"MOD-00546","2026-07-30 19:00:00",3.73933333333333,2.94521268333333,7.46783333333333,3.02416666666667,42.4763333333334,0.0297525291333334,418.143833333333,6.86366666666667,18.545,43.605,60,"ok",TRUE
"MOD-00546","2026-07-30 20:00:00",3.70066666666667,2.79918251666666,5.73783333333333,3.08716666666667,43.8108333333333,0.0310477948333333,491.062,7.31416666666666,18.2716666666667,44.13,60,"ok",TRUE
"MOD-00546","2026-07-30 21:00:00",3.23416666666667,2.20483311666667,4.505,2.6795,42.788,0.0300550328,391.926833333333,6.04866666666667,15.8083333333333,46.5883333333333,60,"ok",TRUE
"MOD-00546","2026-07-30 22:00:00",3.17203389830508,2.10598054237288,4.41067796610169,2.70406779661017,45.0491525423729,0.0322497074576271,423.007118644068,6.73,14.6254237288136,46.5440677966102,59,"ok",TRUE
"MOD-00546","2026-07-30 23:00:00",2.9595,1.96681041666666,4.39866666666667,2.50416666666667,47.9901666666667,0.0351042557666667,456.728333333333,7.8925,14.3183333333333,46.4516666666666,60,"ok",TRUE
"MOD-00546","2026-07-31 00:00:00",3.15166666666667,2.3626077,5.238,2.61066666666667,49.345,0.036419257,578.400833333333,9.8515,16.0283333333333,44.555,60,"ok",TRUE
"MOD-00546","2026-07-31 01:00:00",3.05466666666667,2.50946,5.56433333333333,2.55033333333333,48.6578333333333,0.0357522930333333,678.031166666667,10.393,18.4083333333333,41.9966666666667,60,"ok",TRUE
"MOD-00546","2026-07-31 02:00:00",3.25816666666667,2.98273851666666,6.34466666666667,2.68533333333333,46.9176666666667,0.0340632872666667,704.672666666667,8.8415,20.6416666666667,39.3066666666667,60,"ok",TRUE
"MOD-00546","2026-07-31 03:00:00",3.3745,3.43980355,6.218,2.722,44.0546666666667,0.0312844594666667,761.402166666666,8.969,24.5783333333333,36.24,60,"ok",TRUE
"MOD-00546","2026-07-31 04:00:00",3.47233333333333,3.69742065,7.64216666666667,2.71666666666667,41.3931666666667,0.0287012075666667,759.054333333333,7.9375,27.0483333333333,34.7966666666667,60,"ok",TRUE
"MOD-00546","2026-07-31 05:00:00",4.13816666666667,4.29378501666667,12.087,3.1905,39.7435,0.0271000411,800.980666666666,8.859,34.545,32.82,60,"ok",TRUE
"MOD-00546","2026-07-31 06:00:00",4.47816666666667,4.68414658333334,21.8366666666667,3.16566666666667,40.9206666666666,0.0282425990666667,710.465,7.54633333333333,33.0583333333333,32.7666666666667,60,"ok",TRUE
"MOD-00546","2026-07-31 07:00:00",2.817,3.00640448333333,7.1065,2.40616666666667,45.965,0.033138629,714.297833333333,8.03383333333333,38.93,31.525,60,"ok",TRUE
"MOD-00546","2026-07-31 08:00:00",2.36616666666667,2.69923086666667,4.99183333333333,2.07216666666667,43.719,0.0309586614,692.176666666667,6.54983333333333,41.575,30.4733333333333,60,"ok",TRUE
"MOD-00546","2026-07-31 09:00:00",1.88366666666667,2.49290591666667,5.10183333333333,1.51016666666667,40.3988333333333,0.0277361076333333,634.293,5.92633333333333,40.2966666666667,30.41,60,"ok",TRUE
"MOD-00546","2026-07-31 10:00:00",1.71,2.32043123333333,3.70533333333333,1.40783333333333,39.5935,0.0269544511,631.526,6.88316666666667,44.455,29.72,60,"ok",TRUE
"MOD-00546","2026-07-31 11:00:00",2.598,3.01285238333333,4.9505,2.22966666666667,36.6343333333333,0.0240822839333333,659.8065,6.79133333333333,50.455,28.13,60,"ok",TRUE
"MOD-00546","2026-07-31 12:00:00",2.50583333333333,2.95803501666666,5.25833333333334,2.15933333333333,29.1516666666667,0.0168196076666667,648.665,5.37816666666667,49.83,27.93,60,"ok",TRUE
"MOD-00546","2026-07-31 13:00:00",3.10733333333333,3.44307783333333,9.90633333333334,2.47766666666667,25.3165,0.0130971949,674.202833333333,5.33016666666667,46.7466666666667,29.3266666666667,60,"ok",TRUE
"MOD-00546","2026-07-31 14:00:00",2.96766666666667,3.1937668,11.4106666666667,2.1125,18.9918333333333,0.00695847343333333,634.291166666667,6.05433333333333,40.2166666666667,33.4483333333333,60,"ok",TRUE
"MOD-00546","2026-07-31 15:00:00",2.7895,2.46028608333333,5.38133333333333,2.27983333333333,20.445,0.00836891700000001,362.936833333333,6.62283333333333,28.9066666666667,38.9566666666667,60,"ok",TRUE
"MOD-00546","2026-07-31 16:00:00",3.12196078431373,2.46945733333334,8.32549019607843,2.53549019607843,31.6690196078431,0.0192629504313725,243.354705882353,6.57529411764706,22.6372549019608,41.9176470588235,51,"ok",TRUE
"MOD-00546","2026-07-31 17:00:00",3.38983333333333,2.61816066666667,7.5905,2.67766666666667,34.6066666666667,0.0221142306666667,251.8725,5.9755,19.555,44.055,60,"ok",TRUE
"MOD-00546","2026-07-31 18:00:00",3.11483333333333,2.36891668333333,10.084,2.491,43.2013333333333,0.0304562141333333,344.014833333333,6.42716666666666,18.695,43.3783333333333,60,"ok",TRUE
"MOD-00546","2026-07-31 19:00:00",3.45166666666667,2.798723,9.14066666666667,2.766,43.7833333333333,0.0310211033333333,446.708,7.202,18.0683333333333,42.6633333333333,60,"ok",TRUE
"MOD-00546","2026-07-31 20:00:00",3.11050847457627,2.50676855932204,6.50728813559322,2.44898305084746,43.9957627118644,0.0312272872881356,451.019491525424,7.30796610169492,16.9983050847458,43.7423728813559,59,"ok",TRUE
"MOD-00546","2026-07-31 21:00:00",3.46683333333333,2.56326146666667,11.5695,2.69116666666667,44.603,0.0318166718,404.658333333333,6.91566666666667,15.2833333333333,45.39,60,"ok",TRUE
"MOD-00546","2026-07-31 22:00:00",3.81866666666667,2.98932901666667,11.0688333333333,2.82416666666667,48.4718333333333,0.0355717614333333,449.033666666667,7.70116666666667,14.8316666666667,46.0066666666667,60,"ok",TRUE
"MOD-00546","2026-07-31 23:00:00",3.80583333333333,2.93378183333333,11.7441666666667,2.86083333333333,50.8496666666667,0.0378796864666667,499.913166666667,8.17333333333333,14.76,45.81,60,"ok",TRUE
"MOD-00546","2026-08-01 00:00:00",3.77118644067797,3.07247674576271,9.67322033898305,2.82813559322034,51.3483050847458,0.0383636649152542,549.008983050847,9.42033898305085,15.135593220339,44.9033898305085,59,"ok",TRUE
"MOD-00546","2026-08-01 01:00:00",3.87233333333333,3.39773848333333,10.9965,2.8865,52.0501666666667,0.0390448917666667,627.474,11.2001666666667,16.56,42.6483333333333,60,"ok",TRUE
"MOD-00546","2026-08-01 02:00:00",4.1355,4.06260103333333,11.1775,3.02416666666667,51.8895,0.0388889487,717.0495,10.1538333333333,19.7033333333333,39.2083333333333,60,"ok",TRUE
"MOD-00546","2026-08-01 03:00:00",4.254,4.42812213333333,10.8613333333333,3.11233333333333,46.902,0.0340480812,786.3325,9.3775,23.87,36.4533333333333,60,"ok",TRUE
